dataMode,id,address,neighborhood,type,typeCode,addressSource,major,minor,parcelNbr,listDate,pendingDate,saleDate,listPriceAtPending,closePrice,assessedValue,beds,baths,sqft,yearBuilt,zip,districtName,area,subArea,sqFtLot,zoning,lat,lon
PUBLIC_PROXY,3359534,"6447 S 127TH PL, Seattle 98178",Downtown,LAND WITH PREV USED BLDG,3,SITUS_PROXY,418790,0080,4187900080,2025-12-09,2025-12-09,2025-12-09,618000,0,618000,3,1.75,2350,1960,98178,Seattle,,,0,,,
PUBLIC_PROXY,3345683,"1738 S PEARL ST, Seattle 98108",Georgetown / South Park,LAND WITH PREV USED BLDG,3,SITUS_PROXY,373280,0500,3732800500,2025-09-02,2025-09-02,2025-09-02,499000,638000,499000,2,1.00,780,1953,98108,SEATTLE,79,7,10562,NR2,47.55706014,-122.30868457
PUBLIC_PROXY,3345519,"1700 7TH AVENUE 116-418, SEATTLE WA 98101",Downtown,"Household, single family units",11,MAILING_STREET,664830,0110,6648300110,2025-08-21,2025-08-21,2025-08-21,3211000,2950000,3211000,5,4.50,4240,2021,98101,Seattle,,,0,,,
PUBLIC_PROXY,3359107,"7523 FAIRWAY DR NE, Seattle 98115",Ravenna / Wedgwood,"Household, single family units",11,SITUS_PROXY,753380,0030,7533800030,2025-10-27,2025-10-27,2025-10-27,1336000,0,1336000,2,1.00,1190,1950,98115,SEATTLE,46,5,10407,NR2,47.68378909,-122.27758907
PUBLIC_PROXY,3343844,"10227 6TH AVE SW, Seattle 98146",Downtown,Land with new building,10,SITUS_PROXY,797320,2145,7973202145,2025-08-14,2025-08-14,2025-08-14,652000,704000,652000,4,3.00,1620,1939,98146,Seattle,,,0,,,
PUBLIC_PROXY,3356155,"1521 N 39TH ST, Seattle",Fremont / Green Lake / Wallingford,"Household, single family units",11,SITUS_PROXY,049550,0373,0495500373,2025-11-06,2025-11-06,2025-11-06,782000,739950,782000,2,2.25,960,2025,98103,SEATTLE,43,7,540,LR1 (M),47.65420999,-122.33919872
PUBLIC_PROXY,3362390,"6517 39TH AVE NE, Seattle 98115",Ravenna / Wedgwood,LAND WITH PREV USED BLDG,3,SITUS_PROXY,271060,0060,2710600060,2026-01-09,2026-01-09,2026-01-09,712000,680000,712000,2,1.00,860,1949,98115,SEATTLE,45,6,5243,NR3,47.67636256,-122.28629778
PUBLIC_PROXY,3358242,"9524 MARY AVE NW, SEATTLE WA 98117",Downtown,"Household, single family units",11,MAILING_STREET,668310,0410,6683100410,2025-12-04,2025-12-04,2025-12-04,1347000,1065000,1347000,1,1.75,1780,1966,98117,Seattle,,,0,,,
PUBLIC_PROXY,3358223,"9235 16TH AVE SW, Seattle 98106",Delridge / South Park,"Household, single family units",11,SITUS_PROXY,935290,0050,9352900050,2025-12-04,2025-12-04,2025-12-04,739000,674900,739000,3,2.50,1740,2023,98106,SEATTLE,77,8,1068,LR3 RC (M),47.51997792,-122.35538592
PUBLIC_PROXY,3360972,"10009 17TH PL S, Seattle 98168",Downtown,"Multiple family residence (Residential, 2-4 units)",12,SITUS_PROXY,562420,0433,5624200433,2025-12-23,2025-12-23,2025-12-23,557000,0,557000,4,2.00,2080,1960,98168,Seattle,,,0,,,
PUBLIC_PROXY,3360329,"7733 15TH AVE NE, Seattle 98115",Ravenna / Wedgwood,"Multiple family residence (Residential, 2-4 units)",12,SITUS_PROXY,525730,0035,5257300035,2025-12-22,2025-12-22,2025-12-22,1164000,0,1164000,0,0.00,3600,1982,98115,SEATTLE,45,4,7455,LR2 (M),47.68591101,-122.31253266
PUBLIC_PROXY,3363478,"816 NW 83RD ST, Seattle 98117",Ballard / Crown Hill,"Household, single family units",11,SITUS_PROXY,292270,0475,2922700475,2026-01-15,2026-01-15,2026-01-15,973000,0,973000,4,1.00,1900,1930,98117,SEATTLE,82,11,3500,RSL (M),47.68926014,-122.36700674
PUBLIC_PROXY,3363767,"1930 6TH AVE W, Seattle 98119",Queen Anne / Magnolia,"Household, single family units",11,SITUS_PROXY,239710,1360,2397101360,2025-12-26,2025-12-26,2025-12-26,2242000,0,2242000,4,3.00,3170,1907,98119,SEATTLE,12,9,3600,NR3,47.63688751,-122.36459272
PUBLIC_PROXY,3347455,"11403 34TH AVE SW, Seattle 98146",West Seattle / Fauntleroy,LAND WITH PREV USED BLDG,3,SITUS_PROXY,038700,0145,0387000145,2025-08-16,2025-08-16,2025-08-16,1043000,0,1043000,5,2.75,2710,1953,98146,SEATTLE,17,4,7081,NR2,47.50116362,-122.37582473
PUBLIC_PROXY,3363780,"3318 23RD AVE S, Seattle 98144",Mount Baker / Central District,"Household, single family units",11,SITUS_PROXY,061300,0030,0613000030,2026-01-23,2026-01-23,2026-01-23,471000,0,471000,3,1.00,1250,1954,98144,SEATTLE,79,1,6400,NR3,47.57343528,-122.30306422
PUBLIC_PROXY,3357146,"3647 NE 73RD ST, Seattle",Ravenna / Wedgwood,LAND WITH PREV USED BLDG,3,SITUS_PROXY,797420,0454,7974200454,2025-09-16,2025-09-16,2025-09-16,1881000,0,1881000,5,3.00,2700,2009,98115,SEATTLE,45,6,5286,NR3,47.68070048,-122.28794585
PUBLIC_PROXY,3351370,"111 S 112TH ST, Seattle 98168",Downtown,"Household, single family units",11,SITUS_PROXY,079800,0415,0798000415,2025-10-08,2025-10-08,2025-10-08,527000,0,527000,3,1.50,1030,1957,98168,Seattle,,,0,,,
PUBLIC_PROXY,3351123,"1243 S 230TH ST, Seattle 98198",Downtown,LAND WITH PREV USED BLDG,3,SITUS_PROXY,201140,0149,2011400149,2025-10-01,2025-10-01,2025-10-01,393000,0,393000,2,2.00,830,1948,98198,Seattle,,,0,,,
PUBLIC_PROXY,3356817,"1221 HARBOR AVENUE SW #201, SEATTLE WA 98116",Downtown,Residential condominiums,14,MAILING_STREET,762830,0020,7628300020,2025-11-22,2025-11-22,2025-11-22,739000,745000,739000,0,0.00,0,0,98116,Seattle,,,0,,,
PUBLIC_PROXY,3347634,"2408 SW BRANDON ST, Seattle 98106",Delridge / South Park,"Multiple family residence (Residential, 2-4 units)",12,SITUS_PROXY,177310,1086,1773101086,2025-09-17,2025-09-17,2025-09-17,713000,0,713000,4,2.00,1440,1953,98106,SEATTLE,18,2,8149,NC2P-55 (M),47.55402919,-122.36351983
PUBLIC_PROXY,3353411,"5141 S MEAD ST, Seattle 98118",Columbia City / Rainier Valley,"Household, single family units",11,SITUS_PROXY,410960,0205,4109600205,2025-10-27,2025-10-27,2025-10-27,526000,718000,526000,2,1.00,1050,1908,98118,SEATTLE,81,11,5000,NR3,47.5501771,-122.26806487
PUBLIC_PROXY,3343469,"3003 44TH AVE SW, Seattle 98116",West Seattle,"Household, single family units",11,SITUS_PROXY,800960,0185,8009600185,2025-08-14,2025-08-14,2025-08-14,863000,1000000,863000,3,2.00,1580,1918,98116,SEATTLE,48,9,3234,NR3,47.57684456,-122.38833332
PUBLIC_PROXY,3352333,"4508 W RUFFNER ST, Seattle 98199",Magnolia,"Household, single family units",11,SITUS_PROXY,503530,0850,5035300850,2025-10-17,2025-10-17,2025-10-17,2444000,2596000,2444000,6,3.50,3460,1938,98199,SEATTLE,11,7,6480,NR2,47.65307033,-122.41522525
PUBLIC_PROXY,3343286,"9348 54TH AVE S, Seattle 98118",Columbia City / Rainier Valley,"Household, single family units",11,SITUS_PROXY,712930,4030,7129304030,2025-08-13,2025-08-13,2025-08-13,802000,785000,802000,5,2.75,2860,1907,98118,SEATTLE,22,3,5500,NR3,47.51752785,-122.26479941
PUBLIC_PROXY,3353379,"3540 S AUSTIN ST, Seattle 98118",Columbia City / Rainier Valley,LAND WITH PREV USED BLDG,3,SITUS_PROXY,868550,0145,8685500145,2025-08-12,2025-08-12,2025-08-12,614000,0,614000,3,1.00,1920,1959,98118,SEATTLE,21,7,6710,NR3,47.53462245,-122.28636874
PUBLIC_PROXY,3355554,"2315 FOURTH AVE SUITE 400, SEATTLE WA 98121",Downtown,"Multiple family residence (Residential, 5+ units)",13,MAILING_STREET,202406,9119,2024069119,2025-11-07,2025-11-07,2025-11-07,170503900,190566200,170503900,0,0.00,0,0,98121,Seattle,,,0,,,
PUBLIC_PROXY,3362185,"4040 32ND AVE SW, Seattle 98126",Delridge / South Park,"Household, single family units",11,SITUS_PROXY,929730,1050,9297301050,2026-01-07,2026-01-07,2026-01-07,744000,840000,744000,3,2.25,1750,1925,98126,SEATTLE,18,2,4800,RSL (M),47.56673385,-122.37236479
PUBLIC_PROXY,3343496,"10880 DIXON DRIVE S, SEATTLE WA 98178",Downtown,Miscellaneous services,69,MAILING_STREET,098500,0535,0985000535,2025-08-14,2025-08-14,2025-08-14,128700,175000,128700,0,0.00,0,0,98178,Seattle,,,0,,,
PUBLIC_PROXY,3357951,"3116 S BAYVIEW ST, Seattle 98144",Mount Baker / Central District,"Household, single family units",11,SITUS_PROXY,570000,0775,5700000775,2025-12-01,2025-12-01,2025-12-01,1393000,1407500,1393000,4,2.00,2850,1922,98144,SEATTLE,14,10,5000,NR3,47.58111427,-122.29224889
PUBLIC_PROXY,3344983,"5765 26TH AVE NE, Seattle 98105",University District / Laurelhurst,"Household, single family units",11,SITUS_PROXY,919120,0625,9191200625,2025-08-20,2025-08-20,2025-08-20,920000,925000,920000,2,1.00,990,1924,98105,SEATTLE,44,2,5500,NR3,47.67188962,-122.2999068
PUBLIC_PROXY,3356714,"3947 W BARRETT LN, Seattle",Magnolia,"Household, single family units",11,SITUS_PROXY,222503,9135,2225039135,2025-11-13,2025-11-13,2025-11-13,3086000,0,3086000,7,4.75,3990,2025,98199,SEATTLE,11,5,8352,NR2,47.64650573,-122.40753158
PUBLIC_PROXY,3357110,"5942 46TH AVE SW, Seattle 98136",West Seattle / Fauntleroy,"Household, single family units",11,SITUS_PROXY,762570,2075,7625702075,2025-11-13,2025-11-13,2025-11-13,776000,962500,776000,2,1.00,1140,1948,98136,SEATTLE,16,7,6000,NR3,47.54910328,-122.39082276
PUBLIC_PROXY,3358461,"300 LENORA ST STE #246, SEATTLE WA 98121",Mount Baker / Central District,LAND WITH PREV USED BLDG,3,MAILING_STREET,332000,0800,3320000800,2025-12-08,2025-12-08,2025-12-08,2277000,0,2277000,0,0.00,0,0,98121,SEATTLE,40,10,3960,LR3 (M),47.59639384,-122.31076018
PUBLIC_PROXY,3358461,"300 LENORA ST STE #246, SEATTLE WA 98121",Mount Baker / Central District,LAND WITH PREV USED BLDG,3,MAILING_STREET,332000,0795,3320000795,2025-12-08,2025-12-08,2025-12-08,3333000,0,3333000,0,0.00,0,0,98121,SEATTLE,40,10,3600,LR3 (M),47.59639403,-122.31088784
PUBLIC_PROXY,3345912,"13316 30TH AVE NE, Seattle 98125",Lake City / North Seattle,"Household, single family units",11,SITUS_PROXY,145360,0140,1453600140,2025-09-02,2025-09-02,2025-09-02,818000,925000,818000,4,1.75,1920,1947,98125,SEATTLE,7,6,8152,NR2,47.725182,-122.29605296
PUBLIC_PROXY,3358320,"123 20TH AVE, Seattle 98122",Capitol Hill / Central District,"Household, single family units",11,SITUS_PROXY,982670,1019,9826701019,2025-11-25,2025-11-25,2025-11-25,874000,780000,874000,3,2.00,1520,2015,98122,SEATTLE,15,3,1069,LR3 (M),47.60218118,-122.30687294
PUBLIC_PROXY,3353151,"1611 N 50TH ST, Seattle 98103",Fremont / Green Lake / Wallingford,Residential condominiums,14,SITUS_PROXY,408380,0500,4083800500,2025-10-03,2025-10-03,2025-10-03,989000,1025000,989000,3,3.00,1490,2025,98103,SEATTLE,43,8,1486,LR1 (M1),47.66485998,-122.33853707
PUBLIC_PROXY,3364053,"3215 37TH PL S, Seattle",Mount Baker / Central District,Residential condominiums,14,SITUS_PROXY,983420,0435,9834200435,2026-01-21,2026-01-21,2026-01-21,1204000,0,1204000,5,2.75,2540,2024,98144,SEATTLE,79,5,4080,NR3,47.57476605,-122.28694629
PUBLIC_PROXY,3345145,"330 E LAKESIDE AVE SUITE 201, COEUR D' ALENE ID 83814",Fremont / Green Lake / Wallingford,"Multiple family residence (Residential, 5+ units)",13,MAILING_STREET,197220,2760,1972202760,2025-08-28,2025-08-28,2025-08-28,7453300,8900000,7453300,0,0.00,0,0,83814,SEATTLE,20,80,7583,NC2P-75 (M1),47.65013666,-122.34921712
PUBLIC_PROXY,3359695,"4270 A WINSLOW PL N, Seattle 98103",Fremont / Green Lake / Wallingford,"Household, single family units",11,SITUS_PROXY,569450,0335,5694500335,2025-12-10,2025-12-10,2025-12-10,974000,1180000,974000,3,2.25,2080,2018,98103,SEATTLE,43,7,1307,LR2 (M),47.65933872,-122.34649289
PUBLIC_PROXY,3353357,"1222 6TH AVE N, Seattle 98109",South Lake Union / Queen Anne,"Multiple family residence (Residential, 2-4 units)",12,SITUS_PROXY,609650,0025,6096500025,2025-10-27,2025-10-27,2025-10-27,1150000,1150000,1150000,4,2.75,2750,1925,98109,SEATTLE,12,5,4000,LR3 (M),47.63045051,-122.34462804
PUBLIC_PROXY,3353551,"6667 NE WINDERMERE RD, Seattle 98115",University District / Laurelhurst,"Household, single family units",11,SITUS_PROXY,112504,9167,1125049167,2025-10-22,2025-10-22,2025-10-22,2813000,3285000,2813000,6,3.50,4770,1966,98115,SEATTLE,46,6,11700,NR1,47.67366926,-122.2543242
PUBLIC_PROXY,3350243,"1919 E EATON PL, Seattle 98112",Capitol Hill / Madison Park,"Household, single family units",11,SITUS_PROXY,215890,0235,2158900235,2025-09-30,2025-09-30,2025-09-30,1194000,945000,1194000,4,1.75,1680,1932,98112,SEATTLE,13,5,4664,NR3,47.63701911,-122.30752212
PUBLIC_PROXY,3357175,"2821 2ND AVE UNIT 1304, SEATTLE WA 98121",Downtown,Residential condominiums,14,MAILING_STREET,058640,0430,0586400430,2025-11-19,2025-11-19,2025-11-19,1166000,1500000,1166000,0,0.00,0,0,98121,Seattle,,,0,,,
PUBLIC_PROXY,3352732,"909 29TH AVE S, Seattle 98144",Mount Baker / Central District,"Household, single family units",11,SITUS_PROXY,056700,0687,0567000687,2025-10-17,2025-10-17,2025-10-17,906000,830000,906000,3,2.25,1780,2015,98144,SEATTLE,15,11,1514,LR2 (M),47.59402854,-122.29566704
PUBLIC_PROXY,3363977,"9764 RAINIER AVE S, Seattle 98118",Columbia City / Rainier Valley,"Household, single family units",11,SITUS_PROXY,712930,1730,7129301730,2026-01-23,2026-01-23,2026-01-23,1645000,1640000,1645000,3,2.50,2280,1980,98118,SEATTLE,81,4,6606,NR3,47.51516611,-122.25236722
PUBLIC_PROXY,3362219,"2405 S BENNETT ST, Seattle 98108",Georgetown / South Park,LAND WITH PREV USED BLDG,3,SITUS_PROXY,417460,0365,4174600365,2026-01-07,2026-01-07,2026-01-07,699000,462000,699000,3,2.00,2180,1969,98108,SEATTLE,21,4,5068,NR3,47.55478194,-122.30124382
PUBLIC_PROXY,3356646,"1723 13TH AVENUE SOUTH UNIT 404, SEATTLE WA 98144",Downtown,Residential condominiums,14,MAILING_STREET,787270,0160,7872700160,2025-11-20,2025-11-20,2025-11-20,369000,381300,369000,0,0.00,0,0,98144,Seattle,,,0,,,
PUBLIC_PROXY,3347591,"6669 G NE WINDERMERE RD, Seattle 98115",University District / Laurelhurst,"Household, single family units",11,SITUS_PROXY,112504,9147,1125049147,2025-08-28,2025-08-28,2025-08-28,3799000,0,3799000,5,3.25,2980,1967,98115,SEATTLE,46,6,19838,NR1,47.67325544,-122.25237856
PUBLIC_PROXY,3349896,"9007 A 18TH AVE SW, Seattle",Delridge / South Park,LAND WITH PREV USED BLDG,3,SITUS_PROXY,789980,0768,7899800768,2025-08-22,2025-08-22,2025-08-22,538000,499950,538000,3,2.25,1350,2009,98106,SEATTLE,77,8,1237,LR3 (M),47.52261952,-122.35831852
PUBLIC_PROXY,3349915,"4531 NE 55TH ST, Seattle 98105",Ravenna / Wedgwood,LAND WITH PREV USED BLDG,3,SITUS_PROXY,318010,0030,3180100030,2025-09-30,2025-09-30,2025-09-30,820000,0,820000,3,3.00,1700,2006,98105,SEATTLE,46,4,1780,LR1 (M),47.66907398,-122.27818114
PUBLIC_PROXY,3362872,"422 B FEDERAL AVE E, Seattle 98102",Capitol Hill / Madison Park,"Multiple family residence (Residential, 2-4 units)",12,SITUS_PROXY,685270,0286,6852700286,2026-01-02,2026-01-02,2026-01-02,728000,778000,728000,3,2.50,1180,2003,98102,SEATTLE,13,6,1264,LR3 (M),47.62275996,-122.31843941
PUBLIC_PROXY,3349109,"5652 45TH AVE SW, Seattle 98136",West Seattle / Fauntleroy,"Household, single family units",11,SITUS_PROXY,762570,1585,7625701585,2025-09-16,2025-09-16,2025-09-16,808000,0,808000,3,1.50,1250,1926,98136,SEATTLE,16,7,6000,NR3,47.55062156,-122.3894987
PUBLIC_PROXY,3358381,"9020 15TH AVE NE, Seattle 98115",Lake City / North Seattle,"Household, single family units",11,SITUS_PROXY,510140,2349,5101402349,2025-12-02,2025-12-02,2025-12-02,1224000,0,1224000,3,2.75,2780,1979,98115,SEATTLE,7,3,5060,NR3,47.69464232,-122.31178939
PUBLIC_PROXY,3362798,"501 ROY STREET UNIT M346, SEATTLE WA 98109",Downtown,Residential condominiums,14,MAILING_STREET,445872,0520,4458720520,2026-01-03,2026-01-03,2026-01-03,535000,500000,535000,0,0.00,0,0,98109,Seattle,,,0,,,
PUBLIC_PROXY,3346139,"410 A 10TH AVE E, Seattle",Capitol Hill / Madison Park,"Household, single family units",11,SITUS_PROXY,685270,0551,6852700551,2025-09-04,2025-09-04,2025-09-04,988000,940000,988000,3,1.75,1470,2018,98144,SEATTLE,13,6,1074,MR (M1),47.62230641,-122.31968795
PUBLIC_PROXY,3356232,"11034 EVANSTON AVE N, Seattle 98133",Northgate / Bitter Lake,LAND WITH PREV USED BLDG,3,SITUS_PROXY,718980,0045,7189800045,2025-11-13,2025-11-13,2025-11-13,690000,0,690000,2,1.50,1400,1941,98133,SEATTLE,6,4,5033,NR3,47.70971963,-122.35111556
PUBLIC_PROXY,3350818,"1040 S DIRECTOR STREET UNIT B, SEATTLE WA 98108",Downtown,Residential condominiums,14,MAILING_STREET,721281,0020,7212810020,2025-10-07,2025-10-07,2025-10-07,470000,505050,470000,0,0.00,0,0,98108,Seattle,,,0,,,
PUBLIC_PROXY,3355226,"4123 A CHILBERG AVE SW, Seattle",West Seattle,Land with new building,10,SITUS_PROXY,156310,0616,1563100616,2025-11-10,2025-11-10,2025-11-10,359450,1025000,359450,3,2.25,1540,2025,83333,SEATTLE,16,5,1385,LR1 (M),,
PUBLIC_PROXY,3349573,"1828 B 27TH AVE, Seattle 98122",Capitol Hill / Central District,"Household, single family units",11,SITUS_PROXY,982870,1371,9828701371,2025-09-26,2025-09-26,2025-09-26,754000,910000,754000,3,1.50,1440,2008,98122,SEATTLE,15,4,1494,LR1 (M),47.61842516,-122.29706027
PUBLIC_PROXY,3363748,"1322 NW WOODBINE WAY, Seattle 98177",North Beach / Crown Hill,"Household, single family units",11,SITUS_PROXY,086800,0215,0868000215,2026-01-23,2026-01-23,2026-01-23,1528000,0,1528000,3,2.50,3460,1941,98177,SEATTLE,39,2,7800,NR2,47.70770223,-122.37366746
PUBLIC_PROXY,3358403,"2802 S ALASKA PL, Seattle",Georgetown / South Park,"Household, single family units",11,SITUS_PROXY,162404,9332,1624049332,2025-12-03,2025-12-03,2025-12-03,709000,840000,709000,3,2.00,1930,2018,98108,SEATTLE,21,4,1618,LR2 (M),47.56101826,-122.29685161
PUBLIC_PROXY,3355193,"3816 37TH AVE SW, SEATTLE WA 98126",Downtown,LAND WITH PREV USED BLDG,3,MAILING_STREET,860327,0010,8603270010,2025-11-10,2025-11-10,2025-11-10,1017000,0,1017000,0,0.00,0,0,98126,Seattle,,,0,,,
PUBLIC_PROXY,3346012,"516 23RD AVE E, Seattle 98112",Capitol Hill / Madison Park,"Household, single family units",11,SITUS_PROXY,134430,0355,1344300355,2025-09-02,2025-09-02,2025-09-02,822000,800000,822000,2,2.00,1280,1917,98112,SEATTLE,13,4,4200,NR3,47.62371328,-122.30209759
PUBLIC_PROXY,3351803,"3538 SW ROSE ST, SEATTLE WA 98126",Downtown,Residential condominiums,14,MAILING_STREET,605474,0230,6054740230,2025-10-16,2025-10-16,2025-10-16,419000,450000,419000,0,0.00,0,0,98126,Seattle,,,0,,,
PUBLIC_PROXY,3362593,"6314 36TH AVE SW, Seattle 98126",West Seattle / Fauntleroy,"Household, single family units",11,SITUS_PROXY,387490,0090,3874900090,2026-01-12,2026-01-12,2026-01-12,793000,750000,793000,3,2.00,1670,1919,98126,SEATTLE,48,3,7772,NR3,47.54602565,-122.37737953
PUBLIC_PROXY,3343762,"8559 25TH AVE NW, Seattle 98117",Ballard / Crown Hill,LAND WITH PREV USED BLDG,3,SITUS_PROXY,352603,9089,3526039089,2025-08-12,2025-08-12,2025-08-12,1024000,1260000,1024000,3,2.00,3110,1942,98117,SEATTLE,39,6,9900,NR2,47.6923122,-122.38926335
PUBLIC_PROXY,3354263,"1526 ALKI AVE SW #304, SEATTLE WA 98116",Downtown,Residential condominiums,14,MAILING_STREET,058713,0150,0587130150,2025-10-27,2025-10-27,2025-10-27,577000,699000,577000,0,0.00,0,0,98116,Seattle,,,0,,,
PUBLIC_PROXY,3353902,"5143 48TH AVE NE, Seattle 98105",University District / Laurelhurst,"Multiple family residence (Residential, 2-4 units)",12,SITUS_PROXY,422190,0270,4221900270,2025-10-15,2025-10-15,2025-10-15,1004000,1138650,1004000,2,1.00,840,1943,98105,SEATTLE,46,9,6256,NR3,47.66723464,-122.27641411
PUBLIC_PROXY,3351594,"3016 S ADAMS ST, Seattle",Georgetown / South Park,"Household, single family units",11,SITUS_PROXY,605610,1070,6056101070,2025-10-10,2025-10-10,2025-10-10,737000,760000,737000,3,2.25,1400,2014,98011,SEATTLE,21,4,3433,LR2 (M),47.56542095,-122.29457854
PUBLIC_PROXY,3362568,"2959 81ST PLACE SE UNIT D1, MERCER ISLAND WA 98040",Columbia City / Rainier Valley,"Multiple family residence (Residential, 5+ units)",13,MAILING_STREET,123100,0575,1231000575,2025-12-22,2025-12-22,2025-12-22,2357000,0,2357000,0,0.00,0,0,98040,SEATTLE,40,70,12000,NC1-40 (M),47.55506807,-122.2691415
PUBLIC_PROXY,3343425,"668 S LANE ST 504, SEATTLE WA 98104",Downtown,"Household, single family units",11,MAILING_STREET,794110,0020,7941100020,2025-08-15,2025-08-15,2025-08-15,711000,649000,711000,2,2.50,1160,1984,98104,Seattle,,,0,,,
PUBLIC_PROXY,3361161,"800 COLUMBIA STREET UNIT 1208, SEATTLE WA 98104",Downtown,Land with new building,10,MAILING_STREET,287120,0900,2871200900,2025-12-28,2025-12-28,2025-12-28,526000,515000,526000,0,0.00,0,0,98104,Seattle,,,0,,,
PUBLIC_PROXY,3356493,"7546 12TH AVE NE, Seattle 98115",Ravenna / Wedgwood,"Household, single family units",11,SITUS_PROXY,052504,9141,0525049141,2025-10-24,2025-10-24,2025-10-24,705000,0,705000,2,1.00,1140,1948,98115,SEATTLE,45,4,4396,NR3,47.68444709,-122.31495468
PUBLIC_PROXY,3343553,"3027 62ND AVE SW, Seattle 98116",West Seattle,"Household, single family units",11,SITUS_PROXY,637300,0165,6373000165,2025-08-14,2025-08-14,2025-08-14,941000,925000,941000,3,2.25,1780,2018,98116,SEATTLE,16,1,1296,LR1 (M),47.57693968,-122.41229318
PUBLIC_PROXY,3356285,"1015 NW 77TH ST, Seattle 98117",Ballard / Crown Hill,"Household, single family units",11,SITUS_PROXY,937630,1820,9376301820,2025-11-13,2025-11-13,2025-11-13,872000,0,872000,2,1.00,1270,1940,98117,SEATTLE,82,11,2950,NR3,47.68492896,-122.37015973
PUBLIC_PROXY,3352040,"25130 4TH AVE NW, STANDWOOD WA 98292",Georgetown / South Park,LAND WITH PREV USED BLDG,3,MAILING_STREET,172280,2150,1722802150,2025-09-12,2025-09-12,2025-09-12,2361700,0,2361700,0,0.00,0,0,98292,SEATTLE,35,30,11500,MML U/85,,
PUBLIC_PROXY,3344864,"2425 B 55TH AVE SW, Seattle 98116",West Seattle,"Household, single family units",11,SITUS_PROXY,637200,0269,6372000269,2025-08-26,2025-08-26,2025-08-26,844000,515000,844000,3,3.50,1450,2006,98116,SEATTLE,16,1,1492,LR1 (M),47.5814804,-122.40289078
PUBLIC_PROXY,3353635,"1525 TAYLOR AVENUE NORTH UNIT 507, SEATTLE WA 98109",Downtown,"Household, single family units",11,MAILING_STREET,856700,0280,8567000280,2025-10-29,2025-10-29,2025-10-29,329000,365000,329000,0,0.00,0,0,98109,Seattle,,,0,,,
PUBLIC_PROXY,3346630,"6806 WOODLAWN AVE NE, Seattle 98115",Fremont / Green Lake / Wallingford,"Household, single family units",11,SITUS_PROXY,952810,4970,9528104970,2025-09-05,2025-09-05,2025-09-05,927000,949000,927000,2,1.00,1260,1925,98115,SEATTLE,43,5,3250,LR2 (M1),47.67736188,-122.32793443
PUBLIC_PROXY,3360854,"6447 FLORA AVE S, Seattle 98108",Georgetown / South Park,"Household, single family units",11,SITUS_PROXY,273410,0486,2734100486,2025-12-17,2025-12-17,2025-12-17,654000,0,654000,4,1.75,1730,1908,98108,SEATTLE,18,6,2589,NR3,47.5443861,-122.32020654
PUBLIC_PROXY,3349510,"13051 3RD AVE S, Seattle 98168",Downtown,"Household, single family units",11,SITUS_PROXY,144640,1165,1446401165,2025-09-30,2025-09-30,2025-09-30,389000,0,389000,2,1.00,830,1940,98168,Seattle,,,0,,,
PUBLIC_PROXY,3361191,"730 C BROADWAY E, Seattle",Capitol Hill / Madison Park,"Household, single family units",11,SITUS_PROXY,983120,0671,9831200671,2025-12-02,2025-12-02,2025-12-02,1052000,1205000,1052000,3,1.75,1630,2024,98102,SEATTLE,13,3,1250,LR3 (M),47.62582567,-122.32087875
PUBLIC_PROXY,3353499,"2831 PERKINS LN W, Seattle 98199",Magnolia,LAND WITH PREV USED BLDG,3,SITUS_PROXY,395690,0395,3956900395,2025-10-28,2025-10-28,2025-10-28,2470000,0,2470000,5,2.50,3440,1928,98199,SEATTLE,11,5,18199,NR2,47.6459788,-122.41705331
PUBLIC_PROXY,3347944,"7557 44TH AVE NE, Seattle 98115",Ravenna / Wedgwood,"Household, single family units",11,SITUS_PROXY,639200,3430,6392003430,2025-09-16,2025-09-16,2025-09-16,1728000,2110000,1728000,5,2.50,2770,1948,98115,SEATTLE,45,6,6000,NR3,47.68468339,-122.28135618
PUBLIC_PROXY,3351412,"8400 25TH AVE SW UNIT D, SEATTLE WA 98106",Downtown,Residential condominiums,14,MAILING_STREET,440040,0860,4400400860,2025-10-07,2025-10-07,2025-10-07,363000,0,363000,0,0.00,0,0,98106,Seattle,,,0,,,
PUBLIC_PROXY,3358428,"6732 ALONZO AVENUE NW UNIT B, SEATTLE WA 98117",Downtown,Residential condominiums,14,MAILING_STREET,780477,0050,7804770050,2025-11-20,2025-11-20,2025-11-20,530000,499950,530000,0,0.00,0,0,98117,Seattle,,,0,,,
PUBLIC_PROXY,3356087,"830 W ETRURIA ST, Seattle 98119",Queen Anne / Magnolia,LAND WITH PREV USED BLDG,3,SITUS_PROXY,701520,0255,7015200255,2025-11-18,2025-11-18,2025-11-18,1248000,0,1248000,2,1.00,2370,1927,98119,SEATTLE,12,2,5920,NR3,47.64789567,-122.36918239
PUBLIC_PROXY,3352564,"2901 NE BLAKELEY ST #304, SEATTLE WA 98105",Downtown,LAND WITH PREV USED BLDG,3,MAILING_STREET,085330,0170,0853300170,2025-10-16,2025-10-16,2025-10-16,468000,0,468000,0,0.00,0,0,98105,Seattle,,,0,,,
